CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
955306105,WST,West Pharmaceuticals Services,35751,4227,11.71M,1.38M,+13.4%,0.04%
741511109,PSMT,PriceSmart com Inc.,18962,15004,1.75M,1.38M,+379.1%,<.01%
844741108,LUV,Southwest Airlines Co,71393,41000,2.4M,1.38M,+134.9%,<.01%
93403J106,WRBY,Warby Parker Inc,56617,56617,1.37M,1.37M,NEW,<.01%
89531P105,TREX,Trex Company Inc,29823,19803,2.06M,1.37M,+197.6%,<.01%
947890109,WBS,Webster Financial Corp.,41382,24624,2.29M,1.36M,+146.9%,<.01%
06417N103,OZK,Bank OZK,42333,30396,1.89M,1.35M,+254.6%,<.01%
570535104,MKL,Markel Group Inc,6523,784,11.26M,1.35M,+13.7%,0.03%
70975L107,PEN,Penumbra Inc,6387,5687,1.52M,1.35M,+812.4%,<.01%
90364P105,PATH,UiPath Inc,141452,106195,1.8M,1.35M,+301.2%,<.01%
72346Q104,PNFP,Pinnacle Financial Partners Inc/Reorg,13536,11736,1.55M,1.34M,+652%,<.01%
750917106,RMBS,Rambus Inc.,35770,25365,1.89M,1.34M,+243.8%,<.01%
928881101,VNT,Vontier Corp,50949,36747,1.86M,1.34M,+258.7%,<.01%
534187109,LNC,Lincoln National Corp.,57789,41861,1.83M,1.33M,+262.8%,<.01%
87151X101,SYM,Symbotic Inc A (US),55734,55734,1.32M,1.32M,NEW,<.01%
03662Q105,ANSS,ANSYS Inc,43221,3900,14.58M,1.32M,+9.9%,0.04%
872590104,TMUS,T-Mobile US Inc,325396,5917,71.82M,1.31M,+1.9%,0.21%
79546E104,SBH,Sally Beauty Holdings Inc.,124130,124130,1.3M,1.3M,NEW,<.01%
37637K108,GTLB,Gitlab Inc,24362,22962,1.37M,1.29M,+1640.1%,<.01%
95082P105,WCC,Wesco International Inc,11811,7047,2.14M,1.28M,+147.9%,<.01%
197236102,COLB,Columbia Banking System Inc,68378,46950,1.85M,1.27M,+219.1%,<.01%
983793100,XPO,XPO Inc,11106,9606,1.46M,1.26M,+640.4%,<.01%
260003108,DOV,Dover Corp.,92896,6705,17.43M,1.26M,+7.8%,0.05%
781846209,RUSHA,Rush Enterprises Inc. A,29236,22719,1.6M,1.24M,+348.6%,<.01%
09739D100,BCC,Boise Cascade Co,13805,10443,1.64M,1.24M,+310.6%,<.01%
398433102,GFF,Griffon Corp.,22285,17219,1.59M,1.23M,+339.9%,<.01%
127203107,WHD,Cactus Inc,20890,20890,1.22M,1.22M,NEW,<.01%
617700109,MORN,Morningstar Inc,6708,3608,2.26M,1.22M,+116.4%,<.01%
70932M107,PFSI,PennyMac Financial Services Inc,12504,11804,1.28M,1.21M,+1686.3%,<.01%
92556V106,VTRS,Viatris Inc,634167,96500,7.9M,1.2M,+17.9%,0.02%
62944T105,NVR,NVR Inc,1647,145,13.47M,1.19M,+9.7%,0.04%
39854F101,GRND,Grindr Inc,65859,65859,1.17M,1.17M,NEW,<.01%
989701107,ZION,Zions Bancorporation,35046,21153,1.9M,1.15M,+152.3%,<.01%
632307104,NTRA,Natera Inc,11111,7205,1.76M,1.14M,+184.5%,<.01%
679295105,OKTA,Okta Inc,69828,14400,5.5M,1.13M,+26%,0.02%
G48833118,WFRD,Weatherford International PLC,15829,15829,1.13M,1.13M,NEW,<.01%
G39108108,GTES,Gates Industrial Corp PLC,82176,54863,1.69M,1.13M,+200.9%,<.01%
30212P303,EXPE,Expedia Group Inc,116621,6002,21.73M,1.12M,+5.4%,0.06%
960413102,WLK,Westlake Corp,31112,9700,3.57M,1.11M,+45.3%,0.01%
89055F103,BLD,TopBuild Corp,6233,3567,1.94M,1.11M,+133.8%,<.01%
23355L106,DXC,DXC Technology Company,58332,55332,1.17M,1.11M,+1844.4%,<.01%
03957W106,AROC,Archrock Inc,44266,44266,1.1M,1.1M,NEW,<.01%
103304101,BYD,Boyd Gaming Corp.,15104,15104,1.1M,1.1M,NEW,<.01%
143130102,KMX,CarMax Inc,66464,13400,5.43M,1.1M,+25.3%,0.02%
05550J101,BJ,BJ's Wholesale Club Holdings Inc,22886,12177,2.04M,1.09M,+113.7%,<.01%
74624M102,PSTG,Pure Storage Inc,146100,17500,8.97M,1.08M,+13.6%,0.03%
888787108,TOST,Toast Inc,160320,27800,5.84M,1.01M,+21%,0.02%
073685109,BECN,QXO Building Products Inc,16546,9940,1.68M,1.01M,+150.5%,<.01%
084680107,BBT,Beacon Financial Corp,35422,35422,1.01M,1.01M,NEW,<.01%
302130109,EXPD,Expeditors Intl. of Washington Inc.,63994,9058,7.09M,1M,+16.5%,0.02%
913903100,UHS,Universal Health Services Inc,25867,5523,4.64M,990.94K,+27.1%,0.01%
354613101,BEN,Franklin Resources Inc,167383,48400,3.4M,982.04K,+40.7%,0.01%
92645B103,VCTR,Victory Capital Holdings Inc,69072,14192,4.52M,929.01K,+25.9%,0.01%
780087102,RY,Royal Bank of Canada,7703,7703,927.92K,927.92K,NEW,<.01%
G66721104,NCLH,Norwegian Cruise Line Holdings Ltd,40635,35835,1.05M,922.03K,+746.6%,<.01%
44107P104,HST,Host Hotels & Resorts Inc,332450,52300,5.82M,916.3K,+18.7%,0.02%
016255101,ALGN,Align Technology Inc.,35091,4331,7.32M,903.06K,+14.1%,0.02%
36251C103,GMS,GMS Inc,15102,10565,1.28M,896.23K,+232.9%,<.01%
983134107,WYNN,Wynn Resorts Ltd,41842,10400,3.61M,896.06K,+33.1%,0.01%
095306106,BLBD,Blue Bird Corp,37370,23113,1.44M,892.86K,+162.1%,<.01%
030506109,AMWD,American Woodmark Corp,11394,11194,906.16K,890.26K,+5597%,<.01%
30063P105,EXAS,Exact Sciences Corp,79759,15800,4.48M,887.8K,+24.7%,0.01%
92847W103,VITL,Vital Farms Inc,45579,23135,1.72M,871.96K,+103.1%,<.01%
629377508,NRG,NRG Energy Inc,11200,9500,1.01M,857.09K,+558.8%,<.01%
11133T103,BR,Broadridge Financial Solutions Inc,71399,3734,16.14M,844.22K,+5.5%,0.05%
267475101,DY,Dycom Industries Inc.,5241,4841,912.25K,842.62K,+1210.2%,<.01%
83444M101,SOLV,Solventum Corp,68762,12700,4.54M,838.96K,+22.7%,0.01%
81617J301,WTTR,Select Water Solutions Inc A,62526,62526,827.85K,827.85K,NEW,<.01%
82509L107,SHOP,Shopify Inc A,7666,7666,815.14K,815.14K,NEW,<.01%
339750101,FND,Floor & Decor Holdings Inc A,9666,8166,963.7K,814.15K,+544.4%,<.01%
758849103,REG,Regency Centers Corp,90542,11000,6.69M,813.23K,+13.8%,0.02%
G4124C109,GRAB,Grab Holdings Ltd,851500,171900,4.02M,811.37K,+25.3%,0.01%
90384S303,ULTA,Ulta Beauty Inc,23873,1860,10.38M,808.97K,+8.4%,0.03%
025932104,AFG,American Financial Group Inc/OH,45601,5900,6.24M,807.89K,+14.9%,0.02%
60937P106,MDB,MongoDB Inc,31763,3464,7.39M,806.45K,+12.2%,0.02%
866674104,SUI,Sun Communities Inc,54401,6500,6.69M,799.31K,+13.6%,0.02%
36237H101,GIII,G-III Apparel Group Ltd,46410,24456,1.51M,797.76K,+111.4%,<.01%
92346J108,VCEL,Vericel Corp Inc.,31447,14465,1.73M,794.27K,+85.2%,<.01%
12532H104,GIB,CGI Inc. A (CAD),7195,7195,786.51K,786.51K,NEW,<.01%
20825C104,COP,ConocoPhillips Co,17849,7857,1.77M,779.18K,+78.6%,<.01%
72352L106,PINS,Pinterest Inc,257803,26847,7.48M,778.56K,+11.6%,0.02%
29452E101,EQH,Equitable Holdings Inc,111356,16403,5.25M,773.73K,+17.3%,0.02%
058498106,BALL,Ball Corp,122421,13800,6.75M,760.79K,+12.7%,0.02%
133131102,CPT,Camden Property Trust,54403,6506,6.31M,754.96K,+13.6%,0.02%
071813109,BAX,Baxter International Inc,251385,25684,7.33M,748.95K,+11.4%,0.02%
69376K106,PX,P10 Inc,115046,58694,1.45M,740.13K,+104.2%,<.01%
413160102,HLIT,Harmonic Inc.,115012,55470,1.52M,733.87K,+93.2%,<.01%
759509102,RS,Reliance Inc,48354,2718,13.02M,731.85K,+6%,0.04%
83406F102,SOFI,SoFi Technologies Inc,61296,47196,943.96K,726.82K,+334.7%,<.01%
09073M104,TECH,Bio-Techne Corp,61672,10000,4.44M,720.3K,+19.4%,0.01%
842587107,SO,Southern Co/The,18063,8700,1.49M,716.18K,+92.9%,<.01%
00182C103,ANIP,ANI Pharmaceuticals Inc,28373,12935,1.57M,715.05K,+83.8%,<.01%
25754A201,DPZ,Domino's Pizza Inc,18484,1700,7.76M,713.59K,+10.1%,0.02%
369550108,GD,General Dynamics Corp,2700,2700,711.42K,711.42K,NEW,<.01%
98954M200,Z,Zillow Group Inc,67269,9600,4.98M,710.88K,+16.6%,0.01%
743312100,PRGS,Progress Software Corp,25571,10835,1.67M,705.9K,+73.5%,<.01%
56400P706,MNKD,MannKind Corp.,248502,106341,1.6M,683.77K,+74.8%,<.01%
33768G107,FCFS,FirstCash Holdings Inc,9909,6539,1.03M,677.44K,+194%,<.01%
803607100,SRPT,Sarepta Therapeutics Inc,19997,5516,2.43M,670.69K,+38.1%,<.01%
26154D100,DFH,Dream Finders Homes Inc,48318,28523,1.12M,663.73K,+144.1%,<.01%
53263P105,LMB,Limbach Holdings Inc,7729,7729,661.14K,661.14K,NEW,<.01%
64828T201,RITM,Rithm Capital Corp,161826,60678,1.75M,657.14K,+60%,<.01%
216648501,COO,Cooper Cos Inc/The,84030,7137,7.72M,656.1K,+9.3%,0.02%
03990B101,ARES,Ares Management Corp,79553,3700,14.08M,655.01K,+4.9%,0.04%
004498101,ACIW,ACI Worldwide Inc.,13671,12471,709.66K,647.37K,+1039.2%,<.01%
493267108,KEY,KeyCorp,368004,37700,6.31M,646.18K,+11.4%,0.02%
40416E103,HCI,HCI Group Inc,13786,5519,1.61M,643.13K,+66.8%,<.01%
26142V105,DKNG,DraftKings Inc,168919,17000,6.28M,632.4K,+11.2%,0.02%
45784P101,PODD,Insulet Corp,30954,2400,8.08M,626.57K,+8.4%,0.02%
83304A106,SNAP,Snap Inc,447577,57800,4.82M,622.51K,+14.8%,0.01%
192108504,CDE,Coeur Mining Inc. (USD),117807,108607,673.86K,621.23K,+1180.5%,<.01%
98311A105,WH,Wyndham Hotels & Resorts Inc,20715,6103,2.09M,615.12K,+41.8%,<.01%
516544103,LNTH,Lantheus Holdings Inc,23476,6818,2.1M,609.94K,+40.9%,<.01%
69553P100,PD,PagerDuty Inc,72993,33383,1.33M,609.57K,+84.3%,<.01%
49446R109,KIM,Kimco Realty Corp,301293,25800,7.06M,604.49K,+9.4%,0.02%
858155203,SCS,Steelcase Inc.,102531,51003,1.21M,602.86K,+99%,<.01%
34964C106,FBIN,Fortune Brands Innovations Inc,37227,8800,2.54M,601.3K,+31%,<.01%
086516101,BBY,Best Buy Co Inc,95567,7000,8.2M,600.6K,+7.9%,0.02%
037598109,APOG,Apogee Enterprises Inc.,20090,8307,1.43M,593.2K,+70.5%,<.01%
60770K107,MRNA,Moderna Inc,144999,14034,6.03M,583.53K,+10.7%,0.02%
517834107,LVS,Las Vegas Sands Corp,153653,11300,7.89M,580.37K,+7.9%,0.02%
03152W109,FOLD,Amicus Therapeutics Inc.,176483,61406,1.66M,578.44K,+53.4%,<.01%
78473E103,SPXC,SPX Technologies Inc,4395,3795,639.56K,552.25K,+632.5%,<.01%
60871R209,TAP,Molson Coors Beverage Co,83711,9600,4.8M,550.27K,+13%,0.01%
256677105,DG,Dollar General Corp,106857,7235,8.1M,548.56K,+7.3%,0.02%
413197104,HRMY,Harmony Biosciences Holdings Inc,46096,15792,1.59M,543.4K,+52.1%,<.01%
N97284108,NBIS,Nebius Group NV,19583,19583,542.45K,542.45K,NEW,<.01%
893641100,TDG,TransDigm Group Inc,1161,428,1.47M,542.4K,+58.4%,<.01%
G7709Q104,RPRX,Royalty Pharma PLC,277159,21200,7.07M,540.81K,+8.3%,0.02%
349553107,FTS,Fortis Inc.,13019,13018,540.47K,540.43K,+1301800%,<.01%
150870103,CE,Celanese Corp,64381,7800,4.46M,539.84K,+13.8%,0.01%
G0250X107,AMCR,Amcor PLC,666184,57000,6.27M,536.37K,+9.4%,0.02%
126349109,CSGS,CSG Systems International Inc.,29221,10380,1.49M,530.52K,+55.1%,<.01%
277432100,EMN,Eastman Chemical Co,66705,5800,6.09M,529.66K,+9.5%,0.02%
531229755,FWONK,Liberty Media Corp-Liberty Formula One,99281,5700,9.2M,528.16K,+6.1%,0.03%
59100U108,CASH,Pathward Financial Inc,18648,7075,1.37M,520.58K,+61.1%,<.01%
879360105,TDY,Teledyne Technologies Inc,17646,1120,8.19M,519.83K,+6.8%,0.02%
91347P105,OLED,Universal Display Corp.,12806,3544,1.87M,518.13K,+38.3%,<.01%
09061G101,BMRN,BioMarin Pharmaceutical Inc,80092,7827,5.26M,514.47K,+10.8%,0.02%
00108J109,ACMR,ACM Research Inc A,33939,33939,512.48K,512.48K,NEW,<.01%
655664100,JWN,Nordstrom Inc.,21890,21190,528.64K,511.74K,+3027.1%,<.01%
375916103,GIL,Gildan Activewear Inc.,19052,10740,895.79K,504.98K,+129.2%,<.01%
501044101,KR,Kroger Co/The,479042,8186,29.29M,500.57K,+1.7%,0.09%
92839U206,VC,Visteon Corp,19125,5635,1.7M,499.94K,+41.8%,<.01%
063671101,BMO,Bank of Montreal (CAD),5090,5090,493.68K,493.68K,NEW,<.01%
881624209,TEVA,Teva Pharmaceutical Industries Ltd,242339,22200,5.34M,489.29K,+10.1%,0.02%
70435P102,PYCR,Paycor HCM Inc (US) OLD,26316,26316,488.69K,488.69K,NEW,<.01%
827048109,SLGN,Silgan Holdings Inc.,27015,9239,1.41M,480.89K,+52%,<.01%
14888U101,CPRX,Catalyst Pharmaceuticals Inc,157348,22995,3.28M,479.91K,+17.1%,<.01%
09239B109,BL,Blackline Inc (US),7865,7865,477.88K,477.88K,NEW,<.01%
12740C103,CADE,Cadence Bank,17667,13867,608.63K,477.72K,+364.9%,<.01%
70439P108,PAY,Paymentus Holdings Inc,14598,14598,476.92K,476.92K,NEW,<.01%
G2519Y108,BAP,Credicorp Ltd,18151,2600,3.33M,476.63K,+16.7%,<.01%
77543R102,ROKU,Roku Inc,52270,6400,3.89M,475.78K,+14%,0.01%
253393102,DKS,Dick's Sporting Goods Inc,24983,2066,5.72M,472.78K,+9%,0.02%
79589L106,IOT,Samsara Inc,91200,10800,3.98M,471.85K,+13.4%,0.01%
98983L108,ZWS,Zurn Elkay Water Solutions Corporation,13826,12526,515.71K,467.22K,+963.5%,<.01%
29670G102,WTRG,Essential Utilities Inc,219006,12700,7.95M,461.26K,+6.2%,0.02%
53220K504,LGND,Ligand Pharmaceuticals Inc B,13043,4297,1.4M,460.42K,+49.1%,<.01%
125269100,CF,CF Industries Holdings Inc,92636,5300,7.9M,452.2K,+6.1%,0.02%
714046109,RVTY,Revvity Inc,53235,4000,5.94M,446.44K,+8.1%,0.02%
29362U104,ENTG,Entegris Inc,67897,4500,6.73M,445.77K,+7.1%,0.02%
M6191J100,FROG,JFrog Ltd. (USD),15132,15132,445.03K,445.03K,NEW,<.01%
706327103,PBA,Pembina Pipeline Corporation,11901,11901,439.3K,439.3K,NEW,<.01%
338307101,FIVN,Five9 Inc,12091,10791,491.38K,438.55K,+830.1%,<.01%
896239100,TRMB,Trimble Inc,103933,6200,7.34M,438.09K,+6.3%,0.02%
G98239109,XP,XP Inc,63400,36800,751.29K,436.08K,+138.3%,<.01%
556269108,SHOO,Steven Madden Ltd.,39281,10210,1.67M,434.13K,+35.1%,<.01%
854502101,SWK,Stanley Black & Decker Inc,70255,5400,5.64M,433.57K,+8.3%,0.02%
M2682V108,CYBR,CyberArk Software Ltd,9600,1300,3.2M,433.09K,+15.7%,<.01%
695156109,PKG,Packaging Corp of America,38998,1919,8.78M,432.02K,+5.2%,0.03%
816850101,SMTC,Semtech Corp.,6984,6984,431.96K,431.96K,NEW,<.01%
256746108,DLTR,Dollar Tree Inc,94819,5709,7.11M,427.83K,+6.4%,0.02%
38267D109,GSHD,Goosehead Insurance Inc A,3957,3957,424.27K,424.27K,NEW,<.01%
62482R107,COOP,Mr Cooper Group Inc OLD,21147,4416,2.03M,423.98K,+26.4%,<.01%
012653101,ALB,Albemarle Corp,56200,4900,4.84M,421.79K,+9.6%,0.01%
670703107,NUVL,Nuvalent Inc,5351,5351,418.88K,418.88K,NEW,<.01%
453204109,PI,Impinj Inc,11392,2858,1.65M,415.15K,+33.5%,<.01%
29364G103,ETR,Entergy Corp,7432,5416,563.49K,410.64K,+268.7%,<.01%
064149107,BNS,Bank of Nova Scotia,7621,7621,408.86K,408.86K,NEW,<.01%
343498101,FLO,Flowers Foods Inc,80746,19756,1.67M,408.16K,+32.4%,<.01%
200525103,CBSH,Commerce Bancshares Inc/MO,30618,6529,1.91M,406.82K,+27.1%,<.01%
03168L105,AMRX,Amneal Pharmaceuticals Inc A,177409,51253,1.41M,405.92K,+40.6%,<.01%
35905A109,FTDR,Frontdoor Inc,193354,7417,10.57M,405.49K,+4%,0.03%
136375102,CNI,Canadian National Railway Co. (CA),3982,3982,403.99K,403.99K,NEW,<.01%
008474108,AEM,Agnico Eagle Mines (CAD),5169,5165,404.02K,403.71K,+129125%,<.01%
30226D106,EXTR,Extreme Networks Inc.,85816,24083,1.44M,403.15K,+39%,<.01%
04010E109,AGX,Argan Inc,3532,2932,484.02K,401.8K,+488.7%,<.01%
229663109,CUBE,CubeSmart,52117,9308,2.23M,398.85K,+21.7%,<.01%
292765104,EPAC,Enerpac Tool Group Corp A,10818,9618,444.51K,395.2K,+801.5%,<.01%
56501R106,MFC,Manulife Financial Corp.,12840,12840,394.09K,394.09K,NEW,<.01%
035710839,NLY,Annaly Capital Management Inc,273737,21275,5.01M,389.33K,+8.4%,0.01%
460146103,IP,International Paper Co,134368,7200,7.23M,387.5K,+5.7%,0.02%
02665T306,AMH,American Homes 4 Rent,153655,10300,5.75M,385.43K,+7.2%,0.02%
650111107,NYT,New York Times Co/The,41070,7114,2.14M,370.28K,+21%,<.01%
013091103,ACI,Albertsons Cos Inc,236716,18500,4.65M,363.34K,+8.5%,0.01%
090572207,BIO,Bio-Rad Laboratories Inc,6483,1100,2.13M,361.36K,+20.4%,<.01%
025537101,AEP,American Electric Power Co.,11668,3900,1.08M,359.7K,+50.2%,<.01%
831865209,AOS,A O Smith Corp,35264,5246,2.41M,357.83K,+17.5%,<.01%
775711104,ROL,Rollins Inc,141582,7700,6.56M,356.89K,+5.8%,0.02%
487836108,K,Kellanova,146465,4400,11.86M,356.27K,+3.1%,0.04%
109194100,BFAM,Bright Horizons Family Solutions Inc,15764,3213,1.75M,356.16K,+25.6%,<.01%
29109X106,AZPN,Aspen Technology Inc,16153,1400,4.03M,349.48K,+9.5%,0.01%
48666K109,KBH,KB Home,25600,5305,1.68M,348.64K,+26.1%,<.01%
228368106,CCK,Crown Holdings Inc,54071,4200,4.47M,347.3K,+8.4%,0.01%
59522J103,MAA,Mid-America Apartment Communities Inc,57058,2200,8.82M,340.05K,+4%,0.03%
61945C103,MOS,The Mosaic Company,186560,13798,4.59M,339.15K,+8%,0.01%
55305B101,MHO,M/I Schottenstein Homes Inc.,11583,2530,1.54M,336.36K,+27.9%,<.01%
47074L105,JAMF,Jamf Holding Corp,92097,23894,1.29M,335.71K,+35%,<.01%
45245E109,IMAX,Imax Corp.(USD),54479,13094,1.39M,335.21K,+31.6%,<.01%
G2717B108,CWK,Cushman & Wakefield UK Holdco London Ltd,111811,25368,1.46M,331.81K,+29.3%,<.01%
038336103,ATR,Aptargroup Inc.,14598,2105,2.29M,330.7K,+16.8%,<.01%
258278100,DORM,Dorman Products Inc,2916,2516,377.77K,325.95K,+629%,<.01%
902653104,UDR,UDR Inc,164828,7500,7.16M,325.57K,+4.8%,0.02%
518613203,LAUR,Laureate Education Inc,84555,17736,1.55M,324.39K,+26.5%,<.01%
855244109,SBUX,Starbucks Corp,688762,3424,62.85M,312.44K,+0.5%,0.19%
518439104,EL,Estee Lauder Cos Inc/The,110547,4100,8.29M,307.42K,+3.9%,0.02%
65249B109,NWSA,News Corp,188073,11000,5.18M,302.94K,+6.2%,0.02%
513272104,LW,Lamb Weston Holdings Inc,78506,4500,5.25M,300.74K,+6.1%,0.02%
303250104,FICO,Fair Isaac Corp.,15210,151,30.28M,300.63K,+1%,0.09%
770700102,HOOD,Robinhood Markets Inc,156184,8000,5.82M,298.08K,+5.4%,0.02%
65473P105,NI,NiSource Inc,12778,8100,469.72K,297.76K,+173.2%,<.01%
81211K100,SEE,Sealed Air Corp.,52670,8781,1.78M,297.06K,+20%,<.01%
25746U109,D,Dominion Energy Inc,12800,5500,689.41K,296.23K,+75.3%,<.01%
866796105,SLF,Sun Life Financial Inc. (CA),4892,4892,290.19K,290.19K,NEW,<.01%
29357K103,ENVA,Enova International Inc,15294,3014,1.47M,288.98K,+24.5%,<.01%
29530P102,ERIE,Erie Indemnity Co,12712,700,5.24M,288.56K,+5.8%,0.02%
318672706,FBP,First BanCorp/Puerto Rico,79984,15487,1.49M,287.9K,+24%,<.01%
448579102,H,Hyatt Hotels Corp,20318,1800,3.19M,282.56K,+9.7%,<.01%
G52694109,KNSA,Kiniksa Pharmaceuticals International Plc,42830,14240,847.18K,281.67K,+49.8%,<.01%
V7780T103,RCL,Royal Caribbean Group (USD),169477,1211,39.1M,279.37K,+0.7%,0.12%
57667L107,MTCH,Match Group Inc,106156,8500,3.47M,278.03K,+8.7%,0.01%
N20944109,CNH,CNH Industrial NV,384676,24500,4.36M,277.58K,+6.8%,0.01%
29249E109,ACT,Enact Holdings Inc,41788,8517,1.35M,275.78K,+25.6%,<.01%
552848103,MTG,MGIC Investment Corp,79748,11608,1.89M,275.23K,+17%,<.01%
115637209,BF.B,Brown-Forman Corp,86067,7100,3.27M,269.66K,+9%,<.01%
69351T106,PPL,PPL Corp,16595,8300,538.67K,269.42K,+100.1%,<.01%
780287108,RGLD,Royal Gold Inc.,16359,2027,2.16M,267.26K,+14.1%,<.01%
92763W103,VIPS,Vipshop Holdings Ltd,120348,19800,1.62M,266.71K,+19.7%,<.01%
718546104,PSX,Phillips 66,6043,2304,688.48K,262.49K,+61.6%,<.01%
134429109,CPB,Campbell's Company/The,144296,6200,6.04M,259.66K,+4.5%,0.02%
14316J108,CG,Carlyle Group Inc/The,99203,5100,5.01M,257.5K,+5.4%,0.01%
81686C104,SEMR,SEMrush Holdings Inc,110834,21656,1.32M,257.27K,+24.3%,<.01%
35137L204,FOX,Fox Corp,205148,5600,9.38M,256.14K,+2.8%,0.03%
42250P103,DOC,Healthpeak Properties Inc,355756,12500,7.21M,253.37K,+3.6%,0.02%
125896100,CMS,CMS Energy Corp,6800,3800,453.22K,253.27K,+126.7%,<.01%
577081102,MAT,Mattel Inc.,107072,14205,1.9M,251.85K,+15.3%,<.01%
92840M102,VST,Vistra Corp,4500,1800,620.41K,248.17K,+66.7%,<.01%
163072101,CAKE,The Cheesecake Factory Inc.,30852,5210,1.46M,247.16K,+20.3%,<.01%
878742204,TECK,Teck Resources Ltd B,6062,6062,245.55K,245.55K,NEW,<.01%
67077M108,NTR,Nutrien Ltd,5415,5415,242.07K,242.07K,NEW,<.01%
92337F107,VCYT,Veracyte Inc,32759,6080,1.3M,240.77K,+22.8%,<.01%
11120U105,BRX,Brixmor Property Group Inc,73896,8547,2.06M,237.95K,+13.1%,<.01%
552953101,MGM,MGM Resorts International,92871,6600,3.22M,228.69K,+7.7%,<.01%
589400100,MCY,Mercury General Corp.,19712,3438,1.31M,228.56K,+21.1%,<.01%
985817105,YELP,Yelp Inc,41398,5902,1.6M,228.41K,+16.6%,<.01%
884903808,TRI,Thomson Reuters Corp (CA),1417,1417,227.32K,227.32K,NEW,<.01%
099724106,BWA,BorgWarner Inc.,66503,7131,2.11M,226.69K,+12%,<.01%
56585A102,MPC,Marathon Petroleum Corp,4689,1600,654.12K,223.2K,+51.8%,<.01%
185123106,CWAN,Clearwater Analytics Holdings Inc,69651,8104,1.92M,223.02K,+13.2%,<.01%
76680R206,RNG,RingCentral Inc A,46596,6198,1.63M,216.99K,+15.3%,<.01%
69753M105,PLMR,Palomar Holdings Inc,15541,2047,1.64M,216.14K,+15.2%,<.01%
871332102,SLVM,Sylvamo Corporation,19147,2725,1.51M,215.33K,+16.6%,<.01%
M7S64H106,MNDY,Monday.com Ltd,7500,900,1.77M,211.9K,+13.6%,<.01%
28618M106,ESI,Element Solutions Inc,67433,8274,1.71M,210.41K,+14%,<.01%
13321L108,CCJ,Cameco Corp. (CA),4066,4066,208.87K,208.87K,NEW,<.01%
G85158106,STNE,StoneCo Ltd,42600,25600,339.52K,204.03K,+150.6%,<.01%
693656100,PVH,PVH Corp,17285,1925,1.83M,203.57K,+12.5%,<.01%
82900L102,SMPL,The Simply Good Foods Co,46048,5125,1.79M,199.77K,+12.5%,<.01%
097023105,BA,Boeing Co/The,6583,1128,1.17M,199.66K,+20.7%,<.01%
497266106,KEX,Kirby Corp.,13096,1846,1.39M,195.31K,+16.4%,<.01%
894164102,TNL,Travel Plus Leisure Co,30147,3860,1.52M,194.74K,+14.7%,<.01%
32054K103,FR,First Industrial Realty Trust Inc.,38162,3852,1.91M,193.1K,+11.2%,<.01%
891092108,TTC,Toro Co/The,44072,2400,3.53M,192.24K,+5.8%,0.01%
368736104,GNRC,Generac Holdings Inc,14127,1219,2.19M,189.01K,+9.4%,<.01%
45337C102,INCY,Incyte Corp,67859,2700,4.69M,186.49K,+4.1%,0.01%
G0750C108,AXTA,Axalta Coating Systems Ltd.,58434,5264,2M,180.13K,+9.9%,<.01%
92936U109,WPC,WP Carey Inc,105334,3300,5.74M,179.78K,+3.2%,0.02%
313855108,FSS,Federal Signal Corp.,19300,1922,1.78M,177.57K,+11.1%,<.01%
910047109,UAL,United Airlines Holdings Inc,1800,1800,174.78K,174.78K,NEW,<.01%
525558201,LMAT,LeMaitre Vascular Inc.,16519,1877,1.52M,172.95K,+12.8%,<.01%
122017106,BURL,Burlington Stores Inc,25649,600,7.31M,171.04K,+2.4%,0.02%
892672106,TW,Tradeweb Markets Inc,38541,1300,5.05M,170.2K,+3.5%,0.02%
57060D108,MKTX,MarketAxess Holdings Inc,17561,749,3.97M,169.3K,+4.5%,0.01%
465741106,ITRI,Itron Inc.,15709,1556,1.71M,168.95K,+11%,<.01%
15189T107,CNP,CenterPoint Energy Inc,11398,5300,361.66K,168.17K,+86.9%,<.01%
07831C103,BRBR,BellRing Brands Inc,28236,2197,2.13M,165.52K,+8.4%,<.01%
69007J106,OUT,Outfront Media Inc. OLD,82424,9275,1.46M,164.54K,+12.7%,<.01%
958102105,WDC,Western Digital Corp.,187519,2651,11.18M,158.08K,+1.4%,0.03%
65158N102,NMRK,Newmark Group Inc,85916,12180,1.1M,156.03K,+16.5%,<.01%
31620R303,FNF,Fidelity National Financial Inc,102419,2700,5.75M,151.58K,+2.7%,0.02%
83088M102,SWKS,Skyworks Solutions Inc,66563,1700,5.9M,150.76K,+2.6%,0.02%
05352A100,AVTR,Avantor Inc,283857,7100,5.98M,149.6K,+2.6%,0.02%
M22465104,CHKP,Check Point Software Technologies Ltd,24000,800,4.48M,149.36K,+3.4%,0.01%
125523100,CI,The Cigna Group,164017,534,45.29M,147.46K,+0.3%,0.14%
00191U102,ASGN,ASGN Incorporated,19406,1750,1.62M,145.84K,+9.9%,<.01%
70432V102,PAYC,Paycom Software Inc,27586,700,5.65M,143.48K,+2.6%,0.02%
039483102,ADM,Archer-Daniels-Midland Co,7163,2800,361.88K,141.46K,+64.2%,<.01%
78442P106,SLM,SLM Corp.,75739,5075,2.09M,139.97K,+7.2%,<.01%
