CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
G51502105,JCI,JOHNSON CTLS INTL PLC,5028,-91,599.68K,-10.85K,-1.8%,0.07%
637417106,NNN,NNN REIT INC,12557,-272,523.27K,-11.33K,-2.1%,0.06%
525327102,LDOS,LEIDOS HOLDINGS INC,1706,-61,321.23K,-11.49K,-3.5%,0.04%
20825C104,COP,CONOCOPHILLIPS,2397,-129,249.84K,-13.45K,-5.1%,0.03%
29786A106,ETSY,ETSY INC,8974,-265,475.26K,-14.03K,-2.9%,0.06%
670346105,NUE,NUCOR CORP,3878,-98,689.2K,-17.42K,-2.5%,0.09%
235851102,DHR,DANAHER CORPORATION,1451,-80,317.61K,-17.51K,-5.2%,0.04%
75886F107,REGN,REGENERON PHARMACEUTICALS,475,-24,352.19K,-17.79K,-4.8%,0.04%
447011107,HUN,HUNTSMAN CORP,19976,-1705,216.14K,-18.45K,-7.9%,0.03%
053332102,AZO,AUTOZONE INC,90,-5,333.39K,-18.52K,-5.3%,0.04%
G491BT108,IVZ,INVESCO LTD,23508,-692,641.53K,-18.88K,-2.9%,0.08%
68622D106,ORGN,ORIGIN MATERIALS INC,0,-42020,0,-21.79K,CLOSE,0%
921910816,MGK,VANGUARD WORLD FD,8952,-59,3.63M,-23.95K,-0.7%,0.45%
H2906T109,GRMN,GARMIN LTD,2170,-119,437.57K,-24K,-5.2%,0.05%
526057104,LEN,LENNAR CORP,2375,-233,259.74K,-25.48K,-8.9%,0.03%
929740108,WAB,WABTEC,1088,-117,250.41K,-26.93K,-9.7%,0.03%
45780R101,IBP,INSTALLED BLDG PRODS INC,909,-100,261.92K,-28.81K,-9.9%,0.03%
60937P106,MDB,MONGODB INC,1841,-85,683.62K,-31.56K,-4.4%,0.08%
826598609,NTRP,NEXTTRIP INC,0,-10000,0,-33.25K,CLOSE,0%
09073M104,TECH,BIO-TECHNE CORP,6236,-553,399.68K,-35.44K,-8.1%,0.05%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,823,-81,363.28K,-35.75K,-9%,0.04%
256677105,DG,DOLLAR GEN CORP NEW,3637,-262,521.65K,-37.58K,-6.7%,0.06%
90353T100,UBER,UBER TECHNOLOGIES INC,3364,-480,269.29K,-38.42K,-12.5%,0.03%
88033G407,THC,TENET HEALTHCARE CORP,1323,-204,250.42K,-38.61K,-13.4%,0.03%
256746108,DLTR,DOLLAR TREE INC,3349,-343,393.81K,-40.33K,-9.3%,0.05%
651229106,NWL,NEWELL BRANDS INC,0,-10140,0,-53.13K,CLOSE,0%
092915107,BZAI,BLAIZE HLDGS INC,0,-15785,0,-54.46K,CLOSE,0%
880770102,TER,TERADYNE INC,2142,-263,516.36K,-63.4K,-10.9%,0.06%
09260D107,BX,BLACKSTONE INC,1577,-449,224.6K,-63.95K,-22.2%,0.03%
872540109,TJX,TJX COS INC NEW,4592,-514,687.93K,-77K,-10.1%,0.08%
71722W107,PHAT,PHATHOM PHARMACEUTICALS INC,24255,-5804,331.57K,-79.34K,-19.3%,0.04%
91324P102,UNH,UNITEDHEALTH GROUP INC,809,-304,232.13K,-87.23K,-27.3%,0.03%
562750109,MANH,MANHATTAN ASSOCIATES INC,1791,-580,270.46K,-87.59K,-24.5%,0.03%
369604301,GE,GE AEROSPACE,3389,-290,1.04M,-88.97K,-7.9%,0.13%
G3223R108,EG,EVEREST GROUP LTD,759,-269,251.45K,-89.12K,-26.2%,0.03%
55087P104,LYFT,LYFT INC,18002,-5450,303.69K,-91.94K,-23.2%,0.04%
25179M103,DVN,DEVON ENERGY CORP NEW,6976,-2694,280.5K,-108.32K,-27.9%,0.03%
21037T109,CEG,CONSTELLATION ENERGY CORP,1155,-395,324.19K,-110.87K,-25.5%,0.04%
693475105,PNC,PNC FINL SVCS GROUP INC,3601,-507,804.12K,-113.21K,-12.3%,0.1%
437076102,HD,HOME DEPOT INC,614,-317,230.03K,-118.76K,-34%,0.03%
060505104,BAC,BANK AMERICA CORP,6035,-2256,321.07K,-120.02K,-27.2%,0.04%
431284108,HIW,HIGHWOODS PPTYS INC,8413,-4683,217.49K,-121.06K,-35.8%,0.03%
717081103,PFE,PFIZER INC,11750,-4720,310.68K,-124.8K,-28.7%,0.04%
31488V107,FERG,FERGUSON ENTERPRISES INC,1566,-500,395.37K,-126.24K,-24.2%,0.05%
315616102,FFIV,F5 INC,1223,-465,337.07K,-128.16K,-27.5%,0.04%
458140100,INTC,INTEL CORP,337166,-2769,15.67M,-128.68K,-0.8%,1.9%
595112103,MU,MICRON TECHNOLOGY INC,2927,-313,1.21M,-129.86K,-9.7%,0.15%
89417E109,TRV,TRAVELERS COMPANIES INC,704,-488,200.29K,-138.84K,-40.9%,0.02%
833445109,SNOW,SNOWFLAKE INC,2871,-735,553.24K,-141.63K,-20.4%,0.07%
25809K105,DASH,DOORDASH INC,2630,-792,538.15K,-162.06K,-23.1%,0.07%
086516101,BBY,BEST BUY INC,4770,-2490,310.51K,-162.09K,-34.3%,0.04%
74460D109,PSA,PUBLIC STORAGE OPER CO,1050,-601,290.05K,-166.02K,-36.4%,0.04%
14020Y102,CGCP,CAPITAL GRP FIXED INCM ETF T,253801,-7507,5.75M,-169.96K,-2.9%,0.71%
343928107,FLYX,FLYEXCLUSIVE INC,0,-35000,0,-172.9K,CLOSE,0%
22160K105,COST,COSTCO WHSL CORP NEW,673,-204,633.06K,-191.89K,-23.3%,0.08%
09061G101,BMRN,BIOMARIN PHARMACEUTICAL INC,0,-3706,0,-200.72K,CLOSE,0%
608190104,MHK,MOHAWK INDS INC,2276,-1789,269.43K,-211.78K,-44%,0.03%
464287465,EFA,ISHARES TR,0,-2288,0,-213.63K,CLOSE,0%
09175A206,BMNR,BITMINE IMMERSION TECNOLOGIE,0,-4166,0,-216.34K,CLOSE,0%
552953101,MGM,MGM RESORTS INTERNATIONAL,0,-6381,0,-221.16K,CLOSE,0%
70959W103,PAG,PENSKE AUTOMOTIVE GRP INC,0,-1290,0,-224.37K,CLOSE,0%
78464A854,SPLG,SPDR SERIES TRUST,0,-2904,0,-227.5K,CLOSE,0%
14020W106,CGDV,CAPITAL GROUP DIVIDEND VALUE,387116,-5157,17.37M,-231.39K,-1.3%,2.1%
743606105,PB,PROSPERITY BANCSHARES INC,0,-3524,0,-233.82K,CLOSE,0%
042735100,ARW,ARROW ELECTRS INC,0,-1955,0,-236.56K,CLOSE,0%
40434L105,HPQ,HP INC,0,-8706,0,-237.06K,CLOSE,0%
20602D101,CNXC,CONCENTRIX CORP,0,-5157,0,-238K,CLOSE,0%
49456B101,KMI,KINDER MORGAN INC DEL,0,-8597,0,-243.38K,CLOSE,0%
771049103,RBLX,ROBLOX CORP,12576,-3749,827K,-246.53K,-23%,0.1%
370334104,GIS,GENERAL MLS INC,0,-4913,0,-247.71K,CLOSE,0%
G54950103,LIN,LINDE PLC,0,-528,0,-250.8K,CLOSE,0%
91680M107,UPST,UPSTART HLDGS INC,13515,-6411,530.46K,-251.63K,-32.2%,0.07%
099502106,BAH,BOOZ ALLEN HAMILTON HLDG COR,0,-2559,0,-255.79K,CLOSE,0%
68389X105,ORCL,ORACLE CORP,0,-919,0,-258.46K,CLOSE,0%
315948109,FBTC,FIDELITY WISE ORIGIN BITCOIN,0,-2625,0,-262K,CLOSE,0%
464287200,IVV,ISHARES TR,8762,-382,6.09M,-265.5K,-4.2%,0.75%
389638107,ETHE,GRAYSCALE ETHEREUM TRUST ETF,0,-7952,0,-272.51K,CLOSE,0%
922908363,VOO,VANGUARD INDEX FDS,12729,-432,8.1M,-274.86K,-3.3%,1%
92343E102,VRSN,VERISIGN INC,1947,-1137,475.52K,-277.69K,-36.9%,0.06%
65249B109,NWSA,NEWS CORP NEW,0,-9329,0,-286.49K,CLOSE,0%
G7S00T104,PNR,PENTAIR PLC,0,-2665,0,-295.18K,CLOSE,0%
464287507,IJH,ISHARES TR,58176,-4307,3.99M,-295.76K,-6.9%,0.49%
233331107,DTE,DTE ENERGY CO,0,-2157,0,-305.07K,CLOSE,0%
958102105,WDC,WESTERN DIGITAL CORP,3880,-1275,970.92K,-319.05K,-24.7%,0.12%
969457100,WMB,WILLIAMS COS INC,0,-5040,0,-319.28K,CLOSE,0%
98978V103,ZTS,ZOETIS INC,0,-2187,0,-320.01K,CLOSE,0%
02043Q107,ALNY,ALNYLAM PHARMACEUTICALS INC,0,-706,0,-321.94K,CLOSE,0%
26142V105,DKNG,DRAFTKINGS INC NEW,0,-8813,0,-329.61K,CLOSE,0%
713448108,PEP,PEPSICO INC,18577,-2217,2.85M,-340.6K,-10.7%,0.35%
444859102,HUM,HUMANA INC,0,-1350,0,-351.24K,CLOSE,0%
609207105,MDLZ,MONDELEZ INTL INC,0,-5639,0,-352.27K,CLOSE,0%
891092108,TTC,TORO CO,5312,-4099,486.01K,-375.03K,-43.6%,0.06%
922475108,VEEV,VEEVA SYS INC,0,-1281,0,-381.62K,CLOSE,0%
100557107,SAM,BOSTON BEER INC,0,-1829,0,-386.69K,CLOSE,0%
594918104,MSFT,MICROSOFT CORP,10329,-928,4.44M,-399.31K,-8.2%,0.55%
093712107,BE,BLOOM ENERGY CORP,2862,-2861,433.22K,-433.07K,-50%,0.05%
98980G102,ZS,ZSCALER INC,0,-1596,0,-478.26K,CLOSE,0%
14020G101,CGGR,CAPITAL GROUP GROWTH ETF,399599,-10945,17.77M,-486.62K,-2.7%,2.2%
67059N108,NTNX,NUTANIX INC,0,-9825,0,-730.88K,CLOSE,0%
60855R100,MOH,MOLINA HEALTHCARE INC,0,-4111,0,-786.68K,CLOSE,0%
46438R105,ETHA,ISHARES ETHEREUM TR,0,-35128,0,-1.11M,CLOSE,0%
11135F101,AVGO,BROADCOM INC,24229,-4860,8.03M,-1.61M,-16.7%,0.99%
501976104,KYTX,KYVERNA THERAPEUTICS INC,132603,-289321,1.06M,-2.32M,-68.6%,0.13%
381430107,GSIE,GOLDMAN SACHS ETF TR,341670,-61719,15.24M,-2.75M,-15.3%,1.9%
911363109,URI,UNITED RENTALS INC,558,-3867,436.43K,-3.02M,-87.4%,0.05%
889478103,TOL,TOLL BROTHERS INC,2848,-21535,411.51K,-3.11M,-88.3%,0.05%
78468R663,BIL,SPDR SERIES TRUST,0,-36026,0,-3.31M,CLOSE,0%
25746U109,D,DOMINION ENERGY INC,0,-58425,0,-3.57M,CLOSE,0%
922908595,VBK,VANGUARD INDEX FDS,0,-13294,0,-3.96M,CLOSE,0%
81369Y886,XLU,SELECT SECTOR SPDR TR,0,-49924,0,-4.35M,CLOSE,0%
L8681T102,SPOT,SPOTIFY TECHNOLOGY S A,0,-6255,0,-4.37M,CLOSE,0%
47233W109,JEF,JEFFERIES FINL GROUP INC,0,-104675,0,-6.85M,CLOSE,0%
Total,,,,,810.75M,109.66M,+16.4%,100%
