CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
33740F334,XNOV,FIRST TR EXCHNG TRADED FD VI,6355,-2361,242.57K,-90.12K,-27.1%,0.11%
72200X104,RCS,PIMCO STRATEGIC INCOME FD,0,-12413,0,-94.22K,CLOSE,0%
91324P102,UNH,UNITEDHEALTH GROUP INC,1799,-345,491.44K,-94.25K,-16.1%,0.22%
33740F805,FIXD,FIRST TR EXCHNG TRADED FD VI,33630,-2261,1.5M,-100.73K,-6.3%,0.66%
46438F101,IBIT,ISHARES BITCOIN TRUST ETF,91974,-2704,3.58M,-105.37K,-2.9%,1.6%
806857108,SLB,SLB LIMITED,7436,-2333,374.19K,-117.4K,-23.9%,0.16%
464287309,IVW,ISHARES TR,7240,-979,882.46K,-119.33K,-11.9%,0.39%
253868103,DLR,DIGITAL RLTY TR INC,2103,-770,362.83K,-132.85K,-26.8%,0.16%
595112103,MU,MICRON TECHNOLOGY INC,5037,-415,1.88M,-154.89K,-7.6%,0.83%
693475105,PNC,PNC FINL SVCS GROUP INC,1916,-673,460.47K,-161.74K,-26%,0.2%
25459Y207,QQQE,DIREXION SHS ETF TR,10940,-1650,1.13M,-169.81K,-13.1%,0.5%
53656F805,OVL,LISTED FDS TR,5150,-3168,277.57K,-170.74K,-38.1%,0.12%
833445109,SNOW,SNOWFLAKE INC,1150,-988,209.97K,-180.39K,-46.2%,0.09%
G25457105,CRDO,CREDO TECHNOLOGY GROUP HOLDI,4106,-1465,553.16K,-197.36K,-26.3%,0.24%
009158106,APD,AIR PRODS & CHEMS INC,0,-741,0,-202.05K,CLOSE,0%
452308109,ITW,ILLINOIS TOOL WKS INC,0,-776,0,-202.26K,CLOSE,0%
099502106,BAH,BOOZ ALLEN HAMILTON HLDG COR,0,-2031,0,-203K,CLOSE,0%
25809K105,DASH,DOORDASH INC,0,-750,0,-203.99K,CLOSE,0%
04014F102,ARDC,ARES DYNAMIC CR ALLOCATION F,0,-14500,0,-204.01K,CLOSE,0%
31620R303,FNF,FIDELITY NATIONAL FINANCIAL,0,-3511,0,-212.38K,CLOSE,0%
92338C103,VLTO,VERALTO CORP,0,-2084,0,-222.19K,CLOSE,0%
61945C103,MOS,MOSAIC CO NEW,0,-6494,0,-225.21K,CLOSE,0%
25179M103,DVN,DEVON ENERGY CORP NEW,0,-6458,0,-226.41K,CLOSE,0%
57636Q104,MA,MASTERCARD INCORPORATED,1021,-425,551.72K,-229.66K,-29.4%,0.24%
872590104,TMUS,T-MOBILE US INC,0,-966,0,-231.13K,CLOSE,0%
30225T102,EXR,EXTRA SPACE STORAGE INC,0,-1641,0,-231.28K,CLOSE,0%
23804L103,DDOG,DATADOG INC,0,-1625,0,-231.4K,CLOSE,0%
437076102,HD,HOME DEPOT INC,2434,-596,948.32K,-232.21K,-19.7%,0.42%
55354G100,MSCI,MSCI INC,0,-412,0,-233.9K,CLOSE,0%
46137V563,PEY,INVESCO EXCHANGE TRADED FD T,0,-11105,0,-233.95K,CLOSE,0%
18915M107,NET,CLOUDFLARE INC,0,-1140,0,-244.63K,CLOSE,0%
053332102,AZO,AUTOZONE INC,0,-58,0,-248.83K,CLOSE,0%
713448108,PEP,PEPSICO INC,2382,-1506,397.65K,-251.41K,-38.7%,0.18%
67066G104,NVDA,NVIDIA CORPORATION,48897,-1347,9.22M,-253.96K,-2.7%,4.1%
74460D109,PSA,PUBLIC STORAGE OPER CO,0,-895,0,-258.55K,CLOSE,0%
81762P102,NOW,SERVICENOW INC,0,-281,0,-258.6K,CLOSE,0%
464287655,IWM,ISHARES TR,770,-985,204.92K,-262.14K,-56.1%,0.09%
69047Q102,OVV,OVINTIV INC,0,-6581,0,-265.74K,CLOSE,0%
16411R208,LNG,CHENIERE ENERGY INC,0,-1164,0,-273.56K,CLOSE,0%
02043Q107,ALNY,ALNYLAM PHARMACEUTICALS INC,0,-609,0,-277.7K,CLOSE,0%
67059N108,NTNX,NUTANIX INC,0,-3787,0,-281.71K,CLOSE,0%
L8681T102,SPOT,SPOTIFY TECHNOLOGY S A,0,-409,0,-285.48K,CLOSE,0%
98978V103,ZTS,ZOETIS INC,0,-1991,0,-291.33K,CLOSE,0%
H2906T109,GRMN,GARMIN LTD,0,-1204,0,-296.41K,CLOSE,0%
09857L108,BKNG,BOOKING HOLDINGS INC,0,-56,0,-302.36K,CLOSE,0%
60855R100,MOH,MOLINA HEALTHCARE INC,0,-1586,0,-303.5K,CLOSE,0%
G3223R108,EG,EVEREST GROUP LTD,0,-931,0,-326.1K,CLOSE,0%
091941104,BGT,BLACKROCK FLOATING RATE INC,0,-27000,0,-328.05K,CLOSE,0%
922475108,VEEV,VEEVA SYS INC,0,-1126,0,-335.45K,CLOSE,0%
46131H107,VVR,INVESCO SR INCOME TR,0,-100000,0,-346K,CLOSE,0%
92343E102,VRSN,VERISIGN INC,0,-1288,0,-360.09K,CLOSE,0%
19247X100,RNP,COHEN & STEERS REIT & PFD &,0,-17000,0,-382.16K,CLOSE,0%
315948109,FBTC,FIDELITY WISE ORIGIN BITCOIN,45861,-6459,2.75M,-386.89K,-12.3%,1.2%
74348A467,NOBL,PROSHARES TR,4277,-3729,487.21K,-424.79K,-46.6%,0.21%
33739Q705,KNG,FIRST TR EXCHANGE-TRADED FD,0,-8805,0,-434.19K,CLOSE,0%
98980G102,ZS,ZSCALER INC,0,-1597,0,-478.41K,CLOSE,0%
00724F101,ADBE,ADOBE INC,1039,-1845,274.89K,-488.14K,-64%,0.12%
06761A103,MPV,BARINGS PARTN INVS,0,-26000,0,-523.9K,CLOSE,0%
06759X107,MCI,BARINGS CORPORATE INVS,0,-36000,0,-747.36K,CLOSE,0%
25459W862,SPXL,DIREXION SHS ETF TR,0,-3886,0,-823.41K,CLOSE,0%
47103U753,JBBB,JANUS DETROIT STR TR,23445,-29918,1.12M,-1.43M,-56.1%,0.49%
09261X102,BXSL,BLACKSTONE SECD LENDING FD,96868,-56233,2.49M,-1.44M,-36.7%,1.1%
Total,,,,,227.13M,14.61M,+6.9%,100%
