CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
G68707101,PAGS,PAGSEGURO DIGITAL LTD,5969,5969,59.69K,59.69K,NEW,<.01%
780287108,RGLD,ROYAL GOLD INC,287,287,57.51K,57.51K,NEW,<.01%
G2130T116,CCCXW,CHURCHILL CAP CORP X,16161,16161,57.37K,57.37K,NEW,<.01%
49271V100,KDP,KEURIG DR PEPPER INC,2218,2218,56.58K,56.58K,NEW,<.01%
42250P103,DOC,HEALTHPEAK PROPERTIES INC,2918,2918,55.88K,55.88K,NEW,<.01%
00165C302,AMC,AMC ENTMT HLDGS INC,58331,19000,169.16K,55.1K,+48.3%,<.01%
105368203,BDN,BRANDYWINE RLTY TR,13039,13039,54.37K,54.37K,NEW,<.01%
816851109,SRE,SEMPRA,7735,598,696K,53.81K,+8.4%,0.02%
88556E102,TDUP,THREDUP INC,169777,5670,1.6M,53.58K,+3.5%,0.04%
40609P105,HNRG,HALLADOR ENERGY COMPANY,20110,2684,393.55K,52.53K,+15.4%,<.01%
099406100,BOOT,BOOT BARN HLDGS INC,314,299,52.04K,49.55K,+1993.3%,<.01%
52661A108,DRS,LEONARDO DRS INC,1007,1007,45.72K,45.72K,NEW,<.01%
G2662B111,CRMLW,CRITICAL METALS CORP,21653,21653,45.52K,45.52K,NEW,<.01%
09257W100,BXMT,BLACKSTONE MTG TR INC,2439,2439,44.9K,44.9K,NEW,<.01%
464288224,ICLN,ISHARES TR,2835,2835,43.89K,43.89K,NEW,<.01%
86366E106,GPCR,STRUCTURE THERAPEUTICS INC,11000,1555,308K,43.54K,+16.5%,<.01%
29261A100,EHC,ENCOMPASS HEALTH CORP,2496,334,317.04K,42.42K,+15.4%,<.01%
45841N107,IBKR,INTERACTIVE BROKERS GROUP IN,739573,592,50.89M,40.74K,+0.1%,1.3%
736508847,POR,PORTLAND GEN ELEC CO,898,898,39.51K,39.51K,NEW,<.01%
693718108,PCAR,PACCAR INC,386,386,37.95K,37.95K,NEW,<.01%
550424303,LAZR,LUMINAR TECHNOLOGIES INC,31255,19668,59.7K,37.57K,+169.7%,<.01%
907818108,UNP,UNION PAC CORP,146,146,34.51K,34.51K,NEW,<.01%
M1R79L104,BMR,BEAMR IMAGING LTD,10000,10000,30.6K,30.6K,NEW,<.01%
G65431127,NE,NOBLE CORP PLC,88431,925,2.5M,26.16K,+1.1%,0.06%
00851L103,API,AGORA INC,237390,6382,906.83K,24.38K,+2.8%,0.02%
G7496G103,RNR,RENAISSANCERE HLDGS LTD,5386,92,1.37M,23.36K,+1.7%,0.03%
47759T100,JKS,JINKOSOLAR HLDG CO LTD,748,748,17.97K,17.97K,NEW,<.01%
577081102,MAT,MATTEL INC,932,932,15.69K,15.69K,NEW,<.01%
896288107,TNET,TRINET GROUP INC,1048,217,70.1K,14.52K,+26.1%,<.01%
74762E102,PWR,QUANTA SVCS INC,43056,33,17.84M,13.68K,+0.1%,0.45%
60855R100,MOH,MOLINA HEALTHCARE INC,69,69,13.2K,13.2K,NEW,<.01%
26884L109,EQT,EQT CORP,213,213,11.59K,11.59K,NEW,<.01%
013091103,ACI,ALBERTSONS COS INC,293,293,5.13K,5.13K,NEW,<.01%
98954M101,ZG,ZILLOW GROUP INC,59,59,4.39K,4.39K,NEW,<.01%
10316T104,BOX,BOX INC,121,121,3.9K,3.9K,NEW,<.01%
105861306,ATLX,ATLAS LITHIUM CORP,704,704,3.35K,3.35K,NEW,<.01%
125141101,CECO,CECO ENVIRONMENTAL CORP,56,56,2.87K,2.87K,NEW,<.01%
592688105,MTD,METTLER TOLEDO INTERNATIONAL,1,1,1.8K,1.8K,NEW,<.01%
G6564A105,NOMD,NOMAD FOODS LTD,123,123,1.62K,1.62K,NEW,<.01%
879360105,TDY,TELEDYNE TECHNOLOGIES INC,3,3,1.61K,1.61K,NEW,<.01%
78462F103,SPY,SPDR S&amp;P 500 ETF TR,2,2,1.36K,1.36K,NEW,<.01%
02043Q107,ALNY,ALNYLAM PHARMACEUTICALS INC,3,3,1.21K,1.21K,NEW,<.01%
N07059210,ASML,ASML HOLDING N V,2,1,2.19K,1.09K,+100%,<.01%
125523100,CI,THE CIGNA GROUP,4,4,1.04K,1.04K,NEW,<.01%
21037T109,CEG,CONSTELLATION ENERGY CORP,3,3,1.02K,1.02K,NEW,<.01%
127387108,CDNS,CADENCE DESIGN SYSTEM INC,3,3,971,971,NEW,<.01%
87422Q109,TLN,TALEN ENERGY CORP,2,2,959,959,NEW,<.01%
199908104,FIX,COMFORT SYS USA INC,2,1,1.74K,869.5,+100%,<.01%
15643U104,LEU,CENTRUS ENERGY CORP,3,3,811,811,NEW,<.01%
591520200,MEI,METHODE ELECTRS INC,106,106,800,800,NEW,<.01%
267475101,DY,DYCOM INDS INC,3,3,777,777,NEW,<.01%
532457108,LLY,ELI LILLY &amp; CO,4,1,2.92K,729.75,+33.3%,<.01%
146869102,CVNA,CARVANA CO,2,2,704,704,NEW,<.01%
26969P108,EXP,EAGLE MATLS INC,3,3,665,665,NEW,<.01%
G7997R103,STX,SEAGATE TECHNOLOGY HLDNGS PL,3,3,638,638,NEW,<.01%
666807102,NOC,NORTHROP GRUMMAN CORP,3,1,1.9K,633.33,+50%,<.01%
48020Q107,JLL,JONES LANG LASALLE INC,2,2,626,626,NEW,<.01%
009158106,APD,AIR PRODS &amp; CHEMS INC,2,2,603,603,NEW,<.01%
166764100,CVX,CHEVRON CORP NEW,4,4,583,583,NEW,<.01%
336433107,FSLR,FIRST SOLAR INC,3,3,582,582,NEW,<.01%
G3323L100,FN,FABRINET,2,2,581,581,NEW,<.01%
296315104,ESE,ESCO TECHNOLOGIES INC,3,3,572,572,NEW,<.01%
09180C106,BJRI,BJS RESTAURANTS INC,18,18,550,550,NEW,<.01%
03783C100,APPF,APPFOLIO INC,2,2,546,546,NEW,<.01%
453204109,PI,IMPINJ INC,3,3,532,532,NEW,<.01%
351858105,FNV,FRANCO NEV CORP,2,2,529,529,NEW,<.01%
724078100,PIPR,PIPER SANDLER COMPANIES,2,2,528,528,NEW,<.01%
00287Y109,ABBV,ABBVIE INC,2,2,526,526,NEW,<.01%
773903109,ROK,ROCKWELL AUTOMATION INC,1,1,506,506,NEW,<.01%
G8994E103,TT,TRANE TECHNOLOGIES PLC,3,1,1.24K,413.33,+50%,<.01%
580135101,MCD,MCDONALDS CORP,3,1,896,298.67,+50%,<.01%
48282T104,KAI,KADANT INC,9,1,2.65K,293.89,+12.5%,<.01%
093671105,HRB,BLOCK H &amp; R INC,2,2,101,101,NEW,<.01%
97785W106,WOLF,WOLFSPEED INC,2,2,57,57,NEW,<.01%
01877R108,ARLP,ALLIANCE RESOURCE PARTNERS L,1,1,25,25,NEW,<.01%
008940108,AISP,AIRSHIP AI HLDGS INC,1,1,5,5,NEW,<.01%
47089W104,ALTS,ALT5 SIGMA CORP,1,1,3,3,NEW,<.01%
85208T107,CXM,SPRINKLR INC,80000,0,617.6K,0,NO CHANGE,0.02%
857477103,STT,STATE STR CORP,3297,0,382.49K,0,NO CHANGE,<.01%
497498105,TBHC,THE BRAND HOUSE COLLECTIVE I,233913,0,381.28K,0,NO CHANGE,<.01%
G63212115,MBAVW,M3BRIGADE ACQUISITION V CORP,213351,0,260.29K,0,NO CHANGE,<.01%
G7515A129,RDAGW,REPUBLIC DIGITAL ACQUISITION,306066,0,198.94K,0,NO CHANGE,<.01%
G98Y9E102,ZJK,ZJK INDL CO. LTD.,60000,0,193.2K,0,NO CHANGE,<.01%
Y3894J187,IMPP,IMPERIAL PETROLEUM INC,34647,0,165.61K,0,NO CHANGE,<.01%
G1051H119,TACOW,BERTO ACQUISITION CORP,146262,0,98K,0,NO CHANGE,<.01%
G2868C111,DAAQW,DIGITAL ASSET ACQUISITION CO,163000,0,91.3K,0,NO CHANGE,<.01%
25065K104,DXLG,DESTINATION XL GROUP INC,30000,0,39.3K,0,NO CHANGE,<.01%
91823B117,UWMCWS,UWM HOLDINGS CORPORATION,55000,0,7.63K,0,NO CHANGE,<.01%
151190113,CELUW,CELULARITY INC,171363,0,6.01K,0,NO CHANGE,<.01%
337655112,NOTEWS,FISCALNOTE HOLDINGS INC,64177,0,4.24K,0,NO CHANGE,<.01%
G63369113,MRNO,MURANO GLOBAL INVTS PLC,23000,0,3.36K,0,NO CHANGE,<.01%
96812F110,BAERW,BRIDGER AEROSPACE GRP HLDGS,40000,0,3.08K,0,NO CHANGE,<.01%
124155110,BFLYWS,BUTTERFLY NETWORK INC,57670,0,2.63K,0,NO CHANGE,<.01%
482480100,KLAC,KLA CORP,2,0,2.42K,0,NO CHANGE,<.01%
G72245114,PRENW,PRENETICS GLOBAL LTD,66666,0,1.67K,0,NO CHANGE,<.01%
911363109,URI,UNITED RENTALS INC,2,0,1.5K,0,NO CHANGE,<.01%
744413113,PIIIW,P3 HEALTH PARTNERS INC,141831,0,1.32K,0,NO CHANGE,<.01%
609839105,MPWR,MONOLITHIC PWR SYS INC,1,0,1.24K,0,NO CHANGE,<.01%
384802104,GWW,GRAINGER W W INC,1,0,1.17K,0,NO CHANGE,<.01%
701094104,PH,PARKER-HANNIFIN CORP,1,0,1.03K,0,NO CHANGE,<.01%
225310101,CACC,CREDIT ACCEP CORP MICH,2,0,1.01K,0,NO CHANGE,<.01%
053015103,ADP,AUTOMATIC DATA PROCESSING IN,3,0,805,0,NO CHANGE,<.01%
19260Q107,COIN,COINBASE GLOBAL INC,2,0,738,0,NO CHANGE,<.01%
04016X101,ARGX,ARGENX SE,1,0,669,0,NO CHANGE,<.01%
M7516K103,NVMI,NOVA LTD,2,0,600,0,NO CHANGE,<.01%
94106L109,WM,WASTE MGMT INC DEL,3,0,595,0,NO CHANGE,<.01%
45784P101,PODD,INSULET CORP,2,0,587,0,NO CHANGE,<.01%
H1467J104,CB,CHUBB LIMITED,2,0,522,0,NO CHANGE,<.01%
00788A113,ADNWW,ADVENT TECHNOLOGIES HOLDNG I,25186,0,350,0,NO CHANGE,<.01%
06682J118,BNZIW,BANZAI INTERNATIONAL INC,12017,0,321,0,NO CHANGE,<.01%
64107A105,NPWR,NETPOWERINC,0,-1,0,-2,CLOSE,0%
89346D107,TAC,TRANSALTACORP,0,-2,0,-22,CLOSE,0%
464288513,HYG,ISHARESTR,0,-1,0,-81,CLOSE,0%
344419106,FMX,FOMENTOECONOMICOMEXICANOS,0,-1,0,-103,CLOSE,0%
007903107,AMD,ADVANCED MICRO DEVICES INC,3,-1,528,-176,-25%,<.01%
423403104,MOMO,HELLOGROUPINC,0,-22,0,-186,CLOSE,0%
N6596X109,NXPI,NXP SEMICONDUCTORS N V,2,-1,556,-278,-33.3%,<.01%
504922105,LH,LABCORP HOLDINGS INC,2,-1,672,-336,-33.3%,<.01%
502431109,LHX,L3HARRIS TECHNOLOGIES INC,2,-1,724,-362,-33.3%,<.01%
G0403H108,AON,AON PLC,2,-1,754,-377,-33.3%,<.01%
70959W103,PAG,PENSKEAUTOMOTIVEGRPINC,0,-3,0,-504,CLOSE,0%
V7780T103,RCL,ROYALCARIBBEANGROUP,0,-2,0,-510,CLOSE,0%
882681109,TXRH,TEXASROADHOUSEINC,0,-3,0,-512,CLOSE,0%
78410G104,SBAC,SBACOMMUNICATIONSCORPNEW,0,-2,0,-513,CLOSE,0%
882508104,TXN,TEXASINSTRSINC,0,-3,0,-529,CLOSE,0%
86745K104,NOVAQ,SUNNOVAENERGYINTLINC.,0,-883042,0,-530,CLOSE,0%
884903808,TRI,THOMSONREUTERSCORP,0,-3,0,-534,CLOSE,0%
020002101,ALL,ALLSTATECORP,0,-3,0,-546,CLOSE,0%
883556102,TMO,THERMO FISHER SCIENTIFIC INC,1,-1,555,-555,-50%,<.01%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,1,-1,578,-578,-50%,<.01%
833445109,SNOW,SNOWFLAKEINC,0,-3,0,-595,CLOSE,0%
92189H607,OIH,VANECKETFTRUST,0,-3,0,-595,CLOSE,0%
G1151C101,ACN,ACCENTUREPLCIRELAND,0,-2,0,-607,CLOSE,0%
69608A108,PLTR,PALANTIRTECHNOLOGIESINC,0,-5,0,-662,CLOSE,0%
92343E102,VRSN,VERISIGNINC,0,-2,0,-672,CLOSE,0%
22160K105,COST,COSTCOWHSLCORPNEW,0,-1,0,-711,CLOSE,0%
315616102,FFIV,F5INC,0,-2,0,-719,CLOSE,0%
219948106,CPAY,CORPAYINC,0,-2,0,-720,CLOSE,0%
05464C101,AXON,AXON ENTERPRISE INC,1,-1,721,-721,-50%,<.01%
92826C839,V,VISAINC,0,-2,0,-723,CLOSE,0%
056525108,BMI,BADGERMETERINC,0,-3,0,-730,CLOSE,0%
149123101,CAT,CATERPILLARINC,0,-2,0,-871,CLOSE,0%
231561101,CW,CURTISS WRIGHT CORP,1,-2,562,-1.12K,-66.7%,<.01%
427096508,HTGC,HERCULESCAPITALINC,0,-81,0,-1.48K,CLOSE,0%
L8681T102,SPOT,SPOTIFY TECHNOLOGY S A,2,-4,1.58K,-3.16K,-66.7%,<.01%
G268AP117,CGBSW,CROWNLNGHLDGSLTD,0,-100000,0,-3.18K,CLOSE,0%
86722A103,SXC,SUNCOKEENERGYINC,0,-412,0,-3.54K,CLOSE,0%
62914V106,NIO,NIOINC,0,-1089,0,-3.73K,CLOSE,0%
041242108,ARKO,ARKO CORP,11161,-914,51.01K,-4.18K,-7.6%,<.01%
758849103,REG,REGENCYCTRSCORP,0,-65,0,-4.63K,CLOSE,0%
G27617110,FAAS,DIGIASIACORP,0,-94334,0,-4.71K,CLOSE,0%
516806205,VTLE,VITAL ENERGY INC,59208,-328,1M,-5.54K,-0.6%,0.03%
89677Q107,TCOM,TRIPCOMGROUPLTD,0,-113,0,-6.63K,CLOSE,0%
M78673114,PERI,PERION NETWORK LTD,4069,-696,39.06K,-6.68K,-14.6%,<.01%
20460L112,SPWRW,COMPLETE SOLARIA INC,244498,-30679,64.91K,-8.15K,-11.1%,<.01%
136635109,CSIQ,CANADIANSOLARINC,0,-799,0,-8.82K,CLOSE,0%
65535H208,NMR,NOMURAHLDGSINC,0,-1371,0,-9.02K,CLOSE,0%
31154R109,FPI,FARMLANDPARTNERSINC,0,-790,0,-9.09K,CLOSE,0%
977852102,WOLF,WOLFSPEEDINC,0,-24327,0,-9.7K,CLOSE,0%
293594107,ENVX,ENOVIX CORPORATION,3316,-1277,33.06K,-12.73K,-27.8%,<.01%
02155H200,ALT,ALTIMMUNEINC,0,-3423,0,-13.25K,CLOSE,0%
781154109,RBRK,RUBRIKINC.,0,-153,0,-13.71K,CLOSE,0%
12047B105,BMBL,BUMBLE INC,19743,-2408,120.23K,-14.66K,-10.9%,<.01%
020952115,AMODW,ALPHA MODUS HLDGS INC,745704,-193229,58.54K,-15.17K,-20.6%,<.01%
869367102,STRO,SUTROBIOPHARMAINC,0,-21306,0,-15.21K,CLOSE,0%
54738L109,LOVE,LOVESAC COMPANY,4594,-995,77.78K,-16.85K,-17.8%,<.01%
926400102,VSCO,VICTORIAS SECRET AND CO,2795,-656,75.86K,-17.8K,-19%,<.01%
810186106,SMG,SCOTTS MIRACLE-GRO CO,4993,-329,284.35K,-18.74K,-6.2%,<.01%
929160109,VMC,VULCAN MATLS CO,661,-64,203.27K,-19.68K,-8.8%,<.01%
49435R102,KRP,KIMBELLRTYPARTNERSLP,0,-1448,0,-20.21K,CLOSE,0%
31488V107,FERG,FERGUSONENTERPRISESINC,0,-93,0,-20.32K,CLOSE,0%
92556V106,VTRS,VIATRIS INC,53,-2381,525,-23.59K,-97.8%,<.01%
68622V106,OGN,ORGANON &amp; CO,3398,-2313,36.29K,-24.7K,-40.5%,<.01%
81369Y308,XLP,SELECT SECTOR SPDR TR,12635,-328,990.21K,-25.71K,-2.5%,0.02%
671044105,OSIS,OSISYSTEMSINC,0,-115,0,-25.86K,CLOSE,0%
855919106,STRZ,STARZ ENTERTAINMENT CORP.,15848,-1907,233.44K,-28.09K,-10.7%,<.01%
361448103,GATX,GATXCORP,0,-192,0,-29.48K,CLOSE,0%
92556H206,PSKY,PARAMOUNTGLOBAL,0,-2338,0,-30.16K,CLOSE,0%
134748102,CAN,CANAANINC,0,-50000,0,-30.91K,CLOSE,0%
403949100,DINO,HFSINCLAIRCORP,0,-771,0,-31.67K,CLOSE,0%
05637B105,BLZE,BACKBLAZEINC,0,-6511,0,-35.81K,CLOSE,0%
M2029K104,BIRK,BIRKENSTOCK HOLDING PLC,4528,-803,204.89K,-36.34K,-15.1%,<.01%
248356107,DNN,DENISONMINESCORP,0,-20075,0,-36.54K,CLOSE,0%
H8817H100,RIG,TRANSOCEAN LTD,16936,-11920,52.84K,-37.19K,-41.3%,<.01%
71424F105,PR,PERMIAN RESOURCES CORP,29942,-2916,383.26K,-37.32K,-8.9%,<.01%
20451W101,CMPS,COMPASSPATHWAYSPLC,0,-13395,0,-37.51K,CLOSE,0%
G54950103,LIN,LINDE PLC,7748,-80,3.68M,-38K,-1%,0.09%
68902V107,OTIS,OTIS WORLDWIDE CORP,594,-430,54.31K,-39.31K,-42%,<.01%
962166104,WY,WEYERHAEUSERCOMTNBE,0,-1549,0,-39.79K,CLOSE,0%
16934Q802,CIM,CHIMERA INVT CORP,7178,-3033,94.89K,-40.1K,-29.7%,<.01%
668771116,GENVR,GEN DIGITAL INC,22189,-5509,163.98K,-40.71K,-19.9%,<.01%
75700L108,RRR,REDROCKRESORTSINC,0,-809,0,-42.09K,CLOSE,0%
452521107,IMMR,IMMERSIONCORP,0,-5664,0,-44.63K,CLOSE,0%
87266M107,TRTX,TPG RE FIN TR INC,225,-5313,1.93K,-45.48K,-95.9%,<.01%
00737L103,ATGE,ADTALEMGLOBALEDINC,0,-366,0,-46.57K,CLOSE,0%
02081G201,ATEC,ALPHATECHLDGSINC,0,-4292,0,-47.64K,CLOSE,0%
573075108,MRTN,MARTENTRANSLTD,0,-3678,0,-47.78K,CLOSE,0%
171077407,NAGE,NIAGENBIOSCIENCEINC,0,-3414,0,-49.2K,CLOSE,0%
254423106,DIN,DINEBRANDSGLOBALINC,0,-2061,0,-50.14K,CLOSE,0%
20451N101,CMP,COMPASS MINERALS INTL INC,28706,-2642,551.15K,-50.73K,-8.4%,0.01%
98887Q104,ZLAB,ZAI LAB LTD,6000,-1500,203.34K,-50.84K,-20%,<.01%
824348106,SHW,SHERWINWILLIAMSCO,0,-148,0,-50.95K,CLOSE,0%
925652109,VICI,VICI PPTYS INC,3002,-1602,97.89K,-52.24K,-34.8%,<.01%
388689101,GPK,GRAPHICPACKAGINGHLDGCO,0,-2521,0,-53.12K,CLOSE,0%
919794107,VLY,VALLEY NATL BANCORP,633,-5108,6.71K,-54.15K,-89%,<.01%
44267T102,HHH,HOWARDHUGHESHOLDINGSINC,0,-804,0,-54.27K,CLOSE,0%
71377A103,PFGC,PERFORMANCE FOOD GROUP CO,65,-539,6.76K,-56.08K,-89.2%,<.01%
29258Y103,EXK,ENDEAVOURSILVERCORP,0,-11399,0,-56.08K,CLOSE,0%
114340102,AZTA,AZENTA INC,1487,-2004,42.71K,-57.56K,-57.4%,<.01%
015658107,ASTL,ALGOMASTLGROUPINC,0,-8901,0,-61.33K,CLOSE,0%
574599106,MAS,MASCO CORP,510,-892,35.9K,-62.79K,-63.6%,<.01%
422347104,HTLD,HEARTLANDEXPRESSINC,0,-7419,0,-64.1K,CLOSE,0%
57060D108,MKTX,MARKETAXESSHLDGSINC,0,-295,0,-65.89K,CLOSE,0%
76655K111,RGTIW,RIGETTICOMPUTINGINC,0,-15801,0,-66.21K,CLOSE,0%
60255C885,DFTX,MINDMEDICINEMINDMEDINC,0,-10915,0,-70.84K,CLOSE,0%
45826J105,NTLA,INTELLIATHERAPEUTICSINC,0,-7601,0,-71.3K,CLOSE,0%
398905109,GPI,GROUP 1 AUTOMOTIVE INC,138,-163,60.41K,-71.35K,-54.2%,<.01%
G98196101,WNS,WNSHLDGSLTD,0,-1155,0,-73.04K,CLOSE,0%
93148P102,WD,WALKER&amp;DUNLOPINC,0,-1048,0,-73.86K,CLOSE,0%
G8060N102,ST,SENSATA TECHNOLOGIES HLDG PL,12226,-2452,373.5K,-74.91K,-16.7%,<.01%
233051879,ASHR,DBXETFTR,0,-2746,0,-75.62K,CLOSE,0%
98422D105,XPEV,XPENGINC,0,-4232,0,-75.67K,CLOSE,0%
G9376R209,VVPR,VIVOPOWERINTERNATIONALPLC,0,-19035,0,-77.47K,CLOSE,0%
05990K106,BANC,BANC OF CALIFORNIA INC,8650,-4700,143.16K,-77.79K,-35.2%,<.01%
81211K100,SEE,SEALEDAIRCORPNEW,0,-2605,0,-80.83K,CLOSE,0%
03969F109,RCUS,ARCUSBIOSCIENCESINC,0,-10000,0,-81.4K,CLOSE,0%
43283X105,HGV,HILTON GRAND VACATIONS INC,7556,-1985,315.92K,-82.99K,-20.8%,<.01%
044186104,ASH,ASHLAND INC,8832,-1734,423.14K,-83.08K,-16.4%,0.01%
088929104,BGC,BGCGROUPINC,0,-8130,0,-83.17K,CLOSE,0%
53115L104,LBRT,LIBERTY ENERGY INC,4351,-6788,53.69K,-83.76K,-60.9%,<.01%
553368101,MP,MPMATERIALSCORP,0,-2519,0,-83.81K,CLOSE,0%
33734X192,SKYY,FIRSTTREXCHANGETRADEDFD,0,-698,0,-84.91K,CLOSE,0%
881624209,TEVA,TEVA PHARMACEUTICAL INDS LTD,4763,-4237,96.21K,-85.59K,-47.1%,<.01%
20030N101,CMCSA,COMCASTCORPNEW,0,-2426,0,-86.58K,CLOSE,0%
651229106,NWL,NEWELL BRANDS INC,219708,-17216,1.15M,-90.21K,-7.3%,0.03%
58039P305,MUX,MCEWENINC.,0,-9827,0,-94.44K,CLOSE,0%
76680R206,RNG,RINGCENTRAL INC,3143,-3429,89.07K,-97.18K,-52.2%,<.01%
95082P105,WCC,WESCO INTL INC,299,-472,63.24K,-99.83K,-61.2%,<.01%
500600101,KOPN,KOPINCORP,0,-65700,0,-100.52K,CLOSE,0%
83417M104,SEDG,SOLAREDGETECHNOLOGIESINC,0,-5064,0,-103.31K,CLOSE,0%
98423J101,XPER,XPERIINC,0,-13091,0,-103.55K,CLOSE,0%
444144109,HDSN,HUDSONTECHNOLOGIESINC,0,-12804,0,-103.97K,CLOSE,0%
534187109,LNC,LINCOLN NATL CORP IND,2405,-2600,96.99K,-104.86K,-51.9%,<.01%
63010H108,NNE,NANONUCLEARENERGYINC,0,-3110,0,-107.26K,CLOSE,0%
66981J102,MNSO,MINISOGROUPHLDGLTD,0,-6128,0,-111.65K,CLOSE,0%
337655104,NOTE,FISCALNOTEHOLDINGSINC,0,-208582,0,-111.88K,CLOSE,0%
693691107,PSQH,PSQ HOLDINGS INC,20000,-59215,38.2K,-113.1K,-74.8%,<.01%
45781V101,IIPR,INNOVATIVE INDL PPTYS INC,17074,-2134,914.83K,-114.34K,-11.1%,0.02%
M85548101,SSYS,STRATASYS LTD,55435,-10221,620.87K,-114.48K,-15.6%,0.02%
278642103,EBAY,EBAY INC.,33923,-1271,3.09M,-115.6K,-3.6%,0.08%
717081103,PFE,PFIZER INC,16883,-4578,430.18K,-116.65K,-21.3%,0.01%
620076307,MSI,MOTOROLA SOLUTIONS INC,1381,-258,631.52K,-117.98K,-15.7%,0.02%
001055102,AFL,AFLAC INC,24436,-1065,2.73M,-118.96K,-4.2%,0.07%
104674106,BRC,BRADYCORP,0,-1759,0,-119.56K,CLOSE,0%
92921W300,VUZI,VUZIXCORP,0,-42910,0,-125.3K,CLOSE,0%
74164M108,PRI,PRIMERICAINC,0,-458,0,-125.34K,CLOSE,0%
72352L106,PINS,PINTERESTINC,0,-3505,0,-125.69K,CLOSE,0%
831754106,SWBI,SMITH&amp;WESSONBRANDSINC,0,-15013,0,-130.31K,CLOSE,0%
69404D108,PACB,PACIFIC BIOSCIENCES CALIF IN,890598,-109402,1.14M,-140.03K,-10.9%,0.03%
03969K108,ARQT,ARCUTISBIOTHERAPEUTICSINC,0,-10000,0,-140.2K,CLOSE,0%
753422104,RPD,RAPID7INC,0,-6062,0,-140.21K,CLOSE,0%
90364P105,PATH,UIPATHINC,0,-11128,0,-142.44K,CLOSE,0%
313745101,FRT,FEDERALRLTYINVTTRNEW,0,-1512,0,-143.62K,CLOSE,0%
12468P104,AI,C3 AI INC,61316,-8295,1.06M,-143.84K,-11.9%,0.03%
959802109,WU,WESTERNUNCO,0,-17125,0,-144.19K,CLOSE,0%
222070203,COTY,COTY INC,54288,-37712,219.32K,-152.36K,-41%,<.01%
25754A201,DPZ,DOMINOS PIZZA INC,234,-355,101.05K,-153.3K,-60.3%,<.01%
81752R100,SRG,SERITAGE GROWTH PPTYS,19114,-36141,81.23K,-153.6K,-65.4%,<.01%
G8068L108,SN,SHARKNINJA INC,6060,-1546,625.09K,-159.47K,-20.3%,0.02%
456788108,INFY,INFOSYS LTD,25130,-10004,408.87K,-162.77K,-28.5%,0.01%
70432V102,PAYC,PAYCOMSOFTWAREINC,0,-722,0,-167.07K,CLOSE,0%
M87915274,TSEM,TOWER SEMICONDUCTOR LTD,12541,-2324,906.71K,-168.03K,-15.6%,0.02%
42806J700,HTZ,HERTZGLOBALHLDGSINC,0,-25124,0,-171.6K,CLOSE,0%
46138G706,TAN,INVESCOEXCHTRADEDFDTRII,0,-5099,0,-174.69K,CLOSE,0%
50050N103,KTB,KONTOORBRANDSINC,0,-2652,0,-174.95K,CLOSE,0%
833034101,SNA,SNAP ON INC,61,-512,21.23K,-178.23K,-89.4%,<.01%
516544103,LNTH,LANTHEUS HLDGS INC,1032,-3647,52.93K,-187.05K,-77.9%,<.01%
64049M209,NEO,NEOGENOMICSINC,0,-25691,0,-187.8K,CLOSE,0%
918090101,UTZ,UTZBRANDSINC,0,-15010,0,-188.38K,CLOSE,0%
00508Y102,AYI,ACUITY INC,2,-534,723,-193.04K,-99.6%,<.01%
74982T103,RXO,RXOINC,0,-12410,0,-195.09K,CLOSE,0%
714236106,PBT,PERMIANBASINRTYTR,0,-15727,0,-195.96K,CLOSE,0%
681919106,OMC,OMNICOMGROUPINC,0,-2763,0,-198.77K,CLOSE,0%
207410101,CNMD,CONMEDCORP,0,-3846,0,-200.3K,CLOSE,0%
782011100,RSI,RUSH STREET INTERACTIVE INC,35317,-10005,723.29K,-204.9K,-22.1%,0.02%
79546E104,SBH,SALLYBEAUTYHLDGSINC,0,-22802,0,-211.15K,CLOSE,0%
M84137104,SMWB,SIMILARWEB LTD,45977,-22958,427.59K,-213.51K,-33.3%,0.01%
59522J103,MAA,MID-AMERAPTCMNTYSINC,0,-1451,0,-214.76K,CLOSE,0%
70614W100,PTON,PELOTONINTERACTIVEINC,0,-31048,0,-215.47K,CLOSE,0%
452327109,ILMN,ILLUMINAINC,0,-2295,0,-218.97K,CLOSE,0%
375916103,GIL,GILDANACTIVEWEARINC,0,-4451,0,-219.17K,CLOSE,0%
G8726X106,TNK,TEEKAY TANKERS LTD,703,-4379,35.54K,-221.36K,-86.2%,<.01%
78351F107,RYAN,RYANSPECIALTYHOLDINGSINC,0,-3272,0,-222.46K,CLOSE,0%
57776J100,MXL,MAXLINEARINC,0,-15730,0,-223.52K,CLOSE,0%
G79483106,LAES,SEALSQCORP,0,-56047,0,-225.87K,CLOSE,0%
07556Q881,BZH,BEAZERHOMESUSAINC,0,-10175,0,-227.62K,CLOSE,0%
26622P107,DOCS,DOXIMITYINC,0,-3713,0,-227.75K,CLOSE,0%
127055101,CBT,CABOTCORP,0,-3144,0,-235.8K,CLOSE,0%
298736109,EEFT,EURONET WORLDWIDE INC,13823,-2715,1.21M,-238.4K,-16.4%,0.03%
G3855L106,GHRS,GHRESEARCHPLC,0,-20000,0,-243.8K,CLOSE,0%
